Id,Title,Description,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2142,Iron Crosses (stretch),,Stretching,Quadriceps,Body Only,Intermediate,5.2,Average
2143,All Fours Quad Stretch,,Stretching,Quadriceps,Body Only,Beginner,5.0,Average
2144,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, o",Stretching,Quadriceps,Body Only,Intermediate,4.9,Average
2145,One Half Locust,,Stretching,Quadriceps,Body Only,Intermediate,4.7,Average
2146,Standing Hip Flexors,,Stretching,Quadriceps,Body Only,Intermediate,4.4,Average
2147,Looking At Ceiling,,Stretching,Quadriceps,Body Only,Intermediate,4.3,Average
2148,Rear Leg Raises,,Stretching,Quadriceps,Body Only,Beginner,3.4,Average
2149,On Your Side Quad Stretch,,Stretching,Quadriceps,Body Only,Intermediate,3.3,Average
2150,On-Your-Back Quad Stretch,,Stretching,Quadriceps,Body Only,Intermediate,3.3,Average
2151,Standing Elevated Quad Stretch,,Stretching,Quadriceps,Body Only,Intermediate,2.7,Average
2152,Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Quadriceps,Body Only,Intermediate,0.0,
2153,Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balan",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2154,Stride Jump Crossover,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,Average
2155,Side Standing Long Jump,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2156,Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to",Strength,Quadriceps,Body Only,Intermediate,0.0,
2157,Slide Jump Shot,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2158,Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2159,Lateral Speed Step,,Cardio,Quadriceps,Body Only,Intermediate,0.0,
2160,Side Hop-Sprint,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2161,Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for tim",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2162,Star Jump,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2163,Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Quadriceps,Body Only,Intermediate,0.0,
2164,Lying Prone Quadriceps,,Stretching,Quadriceps,Body Only,Beginner,0.0,
2165,Fast Kick With Arm Circles,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2166,Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of th",Strength,Quadriceps,Body Only,Intermediate,0.0,
2167,Defensive Slide,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2168,Quick Leap,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2169,Vertical Mountain Climber,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2170,Reverse Burpee,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2171,Football Up-Down,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2172,Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2173,Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generatio",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2174,Linear Depth Jump,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2175,Slow Jog,,Cardio,Quadriceps,Body Only,Beginner,0.0,
2176,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Quadriceps,Body Only,Intermediate,0.0,Average
2177,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dyn",Cardio,Quadriceps,Body Only,Intermediate,0.0,
2178,Square Hop,,Plyometrics,Quadriceps,Body Only,Beginner,0.0,
2179,Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lo",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2180,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2181,Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, a",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2182,Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2183,Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascul",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2184,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2185,Jump Lunge To Feet Jack,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2414,Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn",Plyometrics,Quadriceps,Medicine Ball,Intermediate,0.0,
2418,Alternate Leg Diagonal Bound,,Plyometrics,Quadriceps,None,Beginner,6.9,Average
2419,Sit Squats,,Stretching,Quadriceps,None,Beginner,6.1,Average
2420,Frog Hops,,Stretching,Quadriceps,None,Beginner,3.9,Average
2421,Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relativel",Plyometrics,Quadriceps,None,Intermediate,0.0,
2422,Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it saf",Strength,Quadriceps,None,Intermediate,0.0,Average
2424,Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts a",Plyometrics,Quadriceps,Exercise Ball,Intermediate,8.0,Average
2425,Bosu Ball Squat,,Strength,Quadriceps,Exercise Ball,Beginner,0.0,
2427,Internal Rotation with Band,,Strength,Shoulders,Bands,Beginner,8.3,Average
2428,Band Pull Apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior",Strength,Shoulders,Bands,Intermediate,8.2,Average
2429,Back Flyes - With Bands,,Strength,Shoulders,Bands,Beginner,8.1,Average
2430,Lateral Raise - With Bands,,Strength,Shoulders,Bands,Beginner,7.9,Average
2431,Shoulder Press - With Bands,,Strength,Shoulders,Bands,Beginner,7.6,Average
2432,External Rotation with Band,,Strength,Shoulders,Bands,Beginner,0.0,
2448,Clean and press,"The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Oly",Strength,Shoulders,Barbell,Intermediate,9.4,Average
2449,Clean and jerk,"The clean and jerk is a full-body lift that is one of two contested lifts in Olympic weightlifting competitions. It is comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or p",Olympic Weightlifting,Shoulders,Barbell,Intermediate,9.3,Average
2450,Military press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker o",Strength,Shoulders,Barbell,Intermediate,9.3,Average
2451,Seated barbell shoulder press,The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decr,Strength,Shoulders,Barbell,Intermediate,9.2,Average
2452,Snatch-Grip Behind-The-Neck Overhead Press,,Strength,Shoulders,Barbell,Beginner,9.0,Average
2453,Standing Bradford press,"The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in",Strength,Shoulders,Barbell,Intermediate,8.7,Average
2454,Barbell Shoulder Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Strength,Shoulders,Barbell,Intermediate,8.7,Average
2455,Barbell rear delt bent-over row,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps p",Strength,Shoulders,Barbell,Intermediate,8.5,Average
2456,Barbell upright row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Strength,Shoulders,Barbell,Intermediate,8.3,Average
2457,Bradford/Rocky Presses,,Strength,Shoulders,Barbell,Beginner,8.2,Average
2458,Lying rear delt fly,"The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to h",Strength,Shoulders,Barbell,Intermediate,8.2,Average
2459,Machine Shoulder (Military) Press,The machine shoulder press is an upper body exercise targeting the deltoids.,Strength,Shoulders,Barbell,Intermediate,8.0,Average
2460,Standing Barbell Press Behind Neck,"The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's",Strength,Shoulders,Barbell,Intermediate,7.9,Average
2461,Barbell front raise,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Strength,Shoulders,Barbell,Intermediate,7.4,Average
2462,Overhead bar front raise,"The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that ma",Strength,Shoulders,Barbell,Intermediate,7.2,Average
2463,Incline barbell shoulder protraction,"The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-ne",Strength,Shoulders,Barbell,Intermediate,6.5,Average
2464,Behind-the-head push-press,The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of,Olympic Weightlifting,Shoulders,Barbell,Intermediate,6.5,Average
2465,Rack Delivery,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,
2466,Smith Incline Shoulder Raise,,Strength,Shoulders,Barbell,Beginner,0.0,Average
2467,Tall Muscle Snatch,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,
2468,Axle Clean And Press,,Strongman,Shoulders,Barbell,Beginner,0.0,Average
2469,Jerk Balance,,Olympic Weightlifting,Shoulders,Barbell,Beginner,0.0,Average
2488,Single-arm kettlebell push-press,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each r",Strength,Shoulders,Kettlebells,Intermediate,9.3,Average
2489,Two-Arm Kettlebell Military Press,,Strength,Shoulders,Kettlebells,Beginner,8.7,Average
2490,Alternating Kettlebell Press,,Strength,Shoulders,Kettlebells,Beginner,8.6,Average
2491,Single-arm kettlebell snatch,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A """,Strength,Shoulders,Kettlebells,Intermediate,8.6,Average
2492,Single-arm kettlebell clean and jerk,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the",Strength,Shoulders,Kettlebells,Intermediate,8.4,Average
2493,Kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is b",Strength,Shoulders,Kettlebells,Intermediate,7.8,Average
2494,Two-Arm Kettlebell Clean,,Strength,Shoulders,Kettlebells,Beginner,7.5,Average
2495,Double Kettlebell Push Press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between eac",Strength,Shoulders,Kettlebells,Intermediate,7.5,Average
2496,Kettlebell Seated Press,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average
2497,Double Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,7.0,Average
2498,Kettlebell Arnold Press,,Strength,Shoulders,Kettlebells,Beginner,6.8,Average
2499,Double-kettlebell windmill,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the",Strength,Shoulders,Kettlebells,Intermediate,3.0,Average
2500,One-Arm Kettlebell Split Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2501,One-Arm Kettlebell Para Press,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2502,One-Arm Kettlebell Split Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2503,One-Arm Kettlebell Military Press To The Side,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2504,One-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2505,Double Kettlebell Snatch,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2506,Two-Arm Kettlebell Jerk,,Strength,Shoulders,Kettlebells,Beginner,0.0,
2525,Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you",Strength,Shoulders,Dumbbell,Intermediate,9.5,Average
2526,Single-arm palm-in dumbbell shoulder press,The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed stan,Strength,Shoulders,Dumbbell,Intermediate,9.4,Average
2527,Standing palms-in shoulder press,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9.3,Average
2528,Seated Dumbbell Press,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average
2529,Standing dumbbell shoulder press,The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The stand,Strength,Shoulders,Dumbbell,Intermediate,9.1,Average
2530,Single-arm lateral raise,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average
2531,Power Partials,,Strength,Shoulders,Dumbbell,Beginner,9.1,Average
2532,Incline dumbbell reverse fly,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high r",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average
2533,Overhead dumbbell front raise,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performe",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average
2534,Seated dumbbell shoulder press,The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation t,Strength,Shoulders,Dumbbell,Intermediate,9.0,Average
2535,Alternating standing shoulder press,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average
2536,Single-arm incline rear delt raise,"The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average
2537,Alternating dumbbell front raise,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, po",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average
2538,Alternating Deltoid Raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Strength,Shoulders,Dumbbell,Intermediate,9.0,Average
2539,Single-dumbbell front raise,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle indep",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average
2540,Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate",Strength,Shoulders,Dumbbell,Intermediate,8.9,Average
2541,Single-arm standing shoulder press,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effec",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average
2542,Dumbbell front raise,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused w",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average
2543,Bent-over dumbbell rear delt row,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree)",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average
2544,Incline dumbbell front raise,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angl",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average
2545,Side Lateral Raise,The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the,Strength,Shoulders,Dumbbell,Intermediate,8.6,Average
2546,Dumbbell external shoulder rotation,"The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of p",Strength,Shoulders,Dumbbell,Intermediate,8.5,Average
2547,Single-arm incline lateral raise,"The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enf",Strength,Shoulders,Dumbbell,Intermediate,8.5,Average
2548,Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8",Strength,Shoulders,Dumbbell,Intermediate,8.4,Average
2549,Dumbbell Raise,,Strength,Shoulders,Dumbbell,Beginner,8.4,Average
2550,Seated Side Lateral Raise,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average
2551,Dumbbell Lying Rear Lateral Raise,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high r",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average
2552,Head-on-bench dumbbell rear delt raise,"The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small m",Strength,Shoulders,Dumbbell,Intermediate,8.2,Average
2553,Cuban press,"The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standi",Strength,Shoulders,Dumbbell,Intermediate,8.0,Average
2554,Reverse Flyes With External Rotation,,Strength,Shoulders,Dumbbell,Beginner,8.0,Average
2555,Single-arm side lying rear fly,"The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to",Strength,Shoulders,Dumbbell,Intermediate,7.9,Average
2556,Single-arm dumbbell upright row,"The single-arm dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for mo",Strength,Shoulders,Dumbbell,Intermediate,7.8,Average
2557,Dumbbell Scaption,,Strength,Shoulders,Dumbbell,Beginner,7.8,Average
2558,See-Saw Press (Alternating Side Press),,Strength,Shoulders,Dumbbell,Beginner,7.8,Average
2559,Dumbbell Incline Shoulder Raise,,Strength,Shoulders,Dumbbell,Beginner,7.4,Average
2560,Single-arm half-kneeling shoulder press,"The single-arm half-kneeling shoulder press is a popular exercise to target the deltoid muscles while also developing strength and stability in the core and hips. Balance can be a challenge, which is one reason why this movement is generally trained ligh",Strength,Shoulders,Dumbbell,Intermediate,0.0,Average
2561,Dumbbell Clean And Jerk,,Strength,Shoulders,Dumbbell,Beginner,0.0,
2654,Car driver,"The car driver is a variation of the plate front raise exercise where the lifter holds a weight plate in front of them and twists it from side to side, similar to a steering wheel. It targets the muscles of the shoulders, the front or anterior deltoids i",Strength,Shoulders,Other,Intermediate,9.0,Average
2655,Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate",Strength,Shoulders,Dumbbell,Intermediate,8.9,Average
2656,Front Plate Raise,"The plate front raise is a variation of the dumbbell front raise where the lifter holds a weight plate between two hands, rather than using a dumbbell, barbell, or other weight. It can provide variety in a shoulder-focused muscle-building workout, or as",Strength,Shoulders,Other,Intermediate,8.9,Average
2657,Battle ropes,"Battle ropes are an explosive training tool that involves moving the rope in waves with the other end of the rope anchored at ground level. There are many different types of waves, but the most common is alternating waves with the left and right hands. T",Strength,Shoulders,Other,Intermediate,8.6,Average
2658,Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8",Strength,Shoulders,Dumbbell,Intermediate,8.4,Average
2659,Circus Bell,,Strongman,Shoulders,Other,Beginner,7.7,Average
2660,Landmine Linear Jammer,"The linear jammer is an explosive pressing movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The li",Strength,Shoulders,Other,Intermediate,6.8,Average
2661,Crucifix,,Strongman,Shoulders,Other,Beginner,6.0,Average
2662,Bar shoulder extension stretch,The bar shoulder extension stretch is a technique to increase overhead mobility (known as shoulder flexion) and thoracic extension with the help of a bar or other stable object. It is often used as part of a warm-up before upper-body training.,Stretching,Shoulders,Other,Beginner,5.3,Average
2663,Chair Upper Body Stretch,,Stretching,Shoulders,Other,Beginner,4.1,Average
2664,Sled Reverse Flye,,Strength,Shoulders,Other,Intermediate,0.0,
2665,Plate shoulder circle big to small,"The plate shoulder circle big to small is an exercise targeting the shoulder complex. Typically, this is considered a warm-up move rather than a working exercise. It warms up the shoulder joint and works small and hard-to-attack muscles such as the rotat",Strength,Shoulders,Other,Intermediate,0.0,
2666,Sled Overhead Backward Walk,,Strength,Shoulders,Other,Beginner,0.0,
2667,Log Lift,,Strongman,Shoulders,Other,Beginner,0.0,Average
2668,Standing suspended rear delt fly,"The standing suspended rear delt fly is a bodyweight movement targeting the shoulders and upper back using a suspension strap system or gymnastic rings. It can be performed for time or reps as part of a dynamic warm-up for an upper-body strength workout,",Strength,Shoulders,Other,Intermediate,0.0,Average
2669,Waiter's carry,"The waiter's carry is a type of loaded carry that targets the core, shoulders, and upper back. A weight is raised overhead with a single arm before the lifter begins walking in that position. It resembles a waiter carrying a tray overhead—hence the nam",Strength,Shoulders,Other,Intermediate,0.0,
2670,Towel dumbbell front raise,The towel dumbbell front raise is a variation of the dumbbell front raise that involves hanging a dumbbell from a towel held in the hands. It could also be performed with a kettlebell or weight plate. It can provide variety in a shoulder-focused muscle-b,Strength,Shoulders,Other,Intermediate,0.0,
2682,Single-arm cable front raise,"The single-arm cable front raise is an isolation exercise targeting the anterior and medial deltoids or shoulder muscles. The single-arm version of this movement allows you to focus on each side independently. Because grip will be a limitation, it is usu",Strength,Shoulders,Cable,Intermediate,8.7,Average
2683,Cable Internal Rotation,,Strength,Shoulders,Cable,Beginner,8.6,Average
2684,Seated face pull,"The seated face pull is a cable exercise targeting the shoulder muscles, particularly the rear delts, and the muscles of the upper back. This can help build healthier shoulders and posture, and increase shoulder stability. It is usually performed for mod",Strength,Shoulders,Cable,Intermediate,8.5,Average
2685,Single-arm bent-over cable rear delt fly,"The single-arm bent-over cable rear delt fly is an exercise targeting the rear deltoids. It is a great way to isolate this area of the shoulder and attack each side independently. It is usually performed for moderate to high reps, at least 8-12 reps per",Strength,Shoulders,Cable,Intermediate,8.5,Average
